204339,17,25,17
180295,17,13,13
158873,13,13,13
93408,1,5,9
101243,9,9,13
189222,17,21,18
207423,13,13,13
34730,17,13,13
206086,13,13,13
110715,21,9,7
183890,17,9,16
191476,13,18,13
125450,21,21,25
64380,5,10,12
554,1,9,3
104651,13,10,13
47124,21,21,21
122282,13,5,13
168863,13,4,15
210219,12,13,23
161851,21,13,13
124036,21,21,13
5219,7,5,9
189519,17,9,12
44517,15,11,22
155407,13,13,13
144385,12,8,12
116409,15,13,18
230676,17,17,21
81459,13,13,13
234164,8,7,13
8173,17,17,21
209299,15,9,13
4310,13,17,17
40077,9,13,15
25845,13,13,13
134141,8,1,1
4611,7,8,11
209327,24,11,5
52885,13,17,16
76138,13,14,13
112397,9,9,10
108076,2,23,1
18372,17,16,17
160401,9,6,7
138465,20,13,13
158270,17,13,13
47597,21,21,17
58291,13,17,13
100698,13,13,13
123361,9,18,9
197542,6,11,9
154112,13,13,7
167537,13,13,13
212560,8,8,7
132777,10,11,5
66380,11,5,16
28840,12,5,10
158067,13,13,18
97254,19,13,13
229720,21,20,15
119906,13,9,21
155967,8,1,6
27289,13,13,13
58573,5,15,16
120303,13,13,13
174080,15,21,5
88672,20,17,13
202073,13,11,13
142397,8,5,10
93426,16,19,16
203993,1,7,5
88977,13,13,13
207965,13,13,13
94962,20,22,21
24748,13,13,13
196922,8,6,10
211346,15,13,13
182858,9,8,5
149011,15,25,9
95243,21,24,19
120213,13,13,17
66213,13,13,13
185714,13,13,13
53763,24,17,16
111702,13,21,16
195559,13,13,13
223742,13,13,13
97533,19,21,21
135720,9,8,10
111925,21,13,21
211410,9,5,7
78035,20,24,21
230640,13,5,9
43348,18,21,13
17580,13,15,17
185130,9,5,5
62596,22,19,21
98023,17,13,11
154002,13,12,13
39504,13,19,17
174954,13,13,13
127099,8,17,20
109297,13,14,13
97284,13,14,17
104999,13,13,13
214669,9,1,2
165358,13,9,13
146232,7,4,13
125538,17,17,14
93652,16,20,13
214531,13,9,15
65035,13,13,13
188839,1,10,1
160890,13,13,13
47764,13,12,13
225215,16,9,9
121336,13,17,20
54738,1,7,7
64975,13,13,13
228897,13,13,13
20429,14,13,13
143883,9,8,7
25502,13,13,13
194715,5,5,1
221023,18,17,21
7913,5,13,13
85465,13,9,17
87360,14,13,17
200911,13,9,13
57349,21,20,21
123698,15,15,13
181113,25,9,13
25976,23,18,21
205522,9,5,8
52807,13,14,13
111610,25,9,13
144448,13,13,13
162615,5,5,5
226532,9,7,15
71734,17,17,13
87026,5,13,13
49694,17,17,17
12060,13,9,13
108932,9,9,7
1503,13,13,14
144743,4,2,4
100352,9,9,11
129865,8,5,15
16348,4,5,6
217047,13,13,13
135179,10,16,13
50658,13,13,9
88833,13,13,13
167221,13,5,7
190292,13,16,13
15179,13,13,13
27297,15,13,18
4695,8,4,9
55618,17,17,13
212729,9,5,14
235647,4,13,9
70260,23,24,21
210092,5,3,9
55323,13,21,15
30943,17,21,14
3018,11,13,13
3590,13,13,13
156611,13,13,13
90749,17,13,13
183748,8,15,5
74633,11,5,13
58866,17,16,21
70776,13,13,13
83867,13,18,13
163811,7,5,12
134564,14,9,13
156353,13,15,17
61428,13,13,17
123598,20,9,11
36611,13,14,16
104446,13,20,13
175393,17,18,13
227082,9,8,17
24736,25,25,25
229969,13,13,13
104827,15,21,22
76320,13,13,20
5530,13,13,13
126199,13,13,9
40190,13,13,13
137122,18,13,13
183400,17,13,12
180977,13,8,11
151067,5,20,9
148925,13,13,13
180310,13,13,13
208741,13,7,11
139152,11,13,15
101150,15,16,17
205234,9,6,13
196060,13,13,13
189960,13,13,13
201150,25,13,13
66108,9,12,13
155021,13,13,13
119893,11,9,13
218076,13,5,7
190379,7,2,7
89775,13,13,18
156601,13,13,13
237152,21,17,13
151071,9,8,9
123313,13,6,13
137535,13,13,21
124547,5,5,5
158394,8,17,13
219669,5,5,9
208715,7,9,9
139026,25,19,18
221054,15,9,25
136668,13,13,9
75293,16,21,21
136841,18,18,6
225273,23,21,25
169536,19,13,16
185571,13,13,13
138971,21,20,16
152149,13,13,20
33309,24,21,21
21350,6,13,9
131126,17,13,17
107447,17,16,21
2559,13,9,15
219443,14,5,9
58819,13,6,13
4414,13,13,13
121078,13,17,22
229752,18,17,17
120336,15,13,13
206401,9,9,13
234120,7,9,9
155764,9,7,7
228783,25,23,23
146915,13,13,13
221990,21,25,21
201922,17,13,13
105274,21,13,17
66024,14,13,13
225023,21,22,21
173947,9,9,9
207842,13,13,13
22175,5,13,13
231095,5,5,13
68299,13,13,13
178548,10,7,13
221913,1,9,3
91019,19,19,17
78436,9,9,5
123656,20,20,17
160643,13,15,19
175582,21,21,20
188652,5,1,4
12381,19,16,21
171387,7,11,5
5903,13,21,13
23315,18,17,15
38981,13,13,12
67284,13,13,12
195021,15,13,6
90318,14,13,17
23352,13,13,24
87143,13,13,9
164004,13,13,13
153109,9,13,13
92721,13,13,13
159387,13,13,13
92319,13,13,13
174104,11,7,13
70006,13,13,13
154929,8,7,10
128013,9,18,9
110362,14,9,9
44299,25,17,25
228168,25,18,17
64952,21,16,25
90754,13,13,13
4624,21,15,17
57169,13,13,13
63269,13,13,17
124233,21,18,21
238328,13,13,13
192487,15,11,13
8092,17,13,13
95759,13,13,13
215492,11,9,8
206913,13,9,14
27399,13,9,13
214335,17,18,21
74953,13,13,13
110531,11,9,9
129650,13,20,13
189963,13,13,13
120347,17,17,14
93242,13,12,11
69779,17,20,15
235128,12,13,13
7773,9,9,9
29997,15,17,17
139758,17,14,13
21813,13,17,15
2141,13,13,13
156933,13,13,13
230448,1,5,6
68735,18,19,20
142941,13,13,13
229497,13,17,13
47546,13,13,13
114469,13,13,13
111739,13,10,13
84260,21,18,21
164410,5,10,9
136076,2,5,7
147609,13,13,13
59257,21,19,13
27011,18,21,13
168434,13,11,13
106402,13,13,13
107399,21,25,25
85391,5,7,5
108316,21,16,15
140474,13,13,13
168016,21,21,17
105441,12,13,13
83332,13,9,13
137093,13,17,13
74126,9,9,2
158985,11,9,5
185631,11,23,6
92242,14,15,20
2091,11,5,12
142773,5,6,6
25706,13,13,13
37530,13,17,13
116835,13,9,13
53723,21,21,21
104345,21,1,5
73267,17,13,13
236859,9,2,1
108707,13,18,9
72386,15,9,13
167988,13,9,9
141257,2,9,5
13945,9,13,11
56600,16,18,21
149616,5,3,5
121063,9,13,9
82726,13,13,13
97450,18,7,6
158838,22,23,23
220785,13,13,16
181016,4,9,1
144342,5,18,13
59183,13,13,14
27109,15,17,18
92025,14,11,13
19857,13,20,21
125710,13,10,13
145124,13,13,13
147204,13,23,13
197623,11,13,12
155746,9,7,8
212340,13,13,13
27910,17,11,17
52900,16,13,6
61785,15,17,21
39930,19,13,20
160853,19,13,10
61664,11,18,13
65632,9,25,17
40627,13,21,13
198674,6,4,10
187419,19,16,17
125607,13,13,13
52870,13,13,17
89037,13,13,13
211454,13,13,13
181683,9,8,4
187538,21,17,20
42572,13,13,13
187525,8,9,9
194358,7,10,9
86453,21,22,21
185420,13,13,13
231821,13,16,13
175621,9,13,10
31733,13,13,13
128936,13,17,9
588,13,13,14
15763,20,21,20
121589,15,5,15
194511,17,17,17
94012,16,14,15
99568,13,13,13
40251,21,13,18
83410,13,13,13
114500,11,13,17
192940,5,11,5
174568,9,5,11
66300,21,19,21
121733,23,13,20
22348,21,17,20
198438,5,5,5
34686,15,17,13
125187,11,13,13
86139,13,13,21
237729,13,19,13
178166,13,13,13
42183,13,13,13
178034,11,13,13
57327,11,15,17
152556,13,19,10
168397,13,10,13
149252,9,9,8
152906,13,24,13
25948,13,13,13
211155,10,5,6
36976,13,9,22
97062,11,13,13
48789,17,21,18
206295,1,13,6
12198,13,12,15
69228,22,25,21
174395,17,15,13
146305,8,13,9
237632,11,9,7
167438,8,11,13
125216,13,13,20
182518,9,5,7
139665,13,13,13
71528,22,17,21
139523,15,19,19
69911,13,13,13
87635,13,13,13
213036,15,24,17
232835,17,21,18
132747,19,13,5
20659,13,13,13
176978,13,17,12
161743,13,13,13
107232,13,13,13
207116,20,13,13
72053,13,20,13
176723,14,13,7
146375,13,13,12
80722,9,8,6
87254,13,13,13
89832,10,13,13
157061,22,13,13
56718,21,8,17
181300,7,3,7
130969,13,13,10
209852,10,17,13
196114,5,9,9
235521,17,17,21
166363,10,9,9
204152,13,13,15
50800,9,1,13
56939,19,19,17
237520,6,5,7
89435,18,7,19
88184,17,17,10
65877,13,13,13
119035,13,9,13
210019,13,14,13
108328,13,13,13
74623,13,13,14
35873,13,13,13
234718,5,17,5
72153,13,13,13
229111,5,5,5
27496,13,14,15
97678,20,22,21
98747,11,21,21
65534,17,13,9
104966,9,22,3
66797,21,10,15
31209,25,13,13
112678,16,9,4
223448,21,21,17
137769,14,17,17
8435,15,13,15
164327,9,6,5
3052,8,15,10
218718,13,13,13
208327,5,8,5
217124,21,13,17
161021,4,10,13
150008,5,5,8
12734,13,13,12
13862,13,1,13
102823,1,15,20
17415,15,22,21
46269,17,16,18
66864,5,10,5
150217,11,18,19
63015,21,21,21
221933,13,13,13
61372,13,13,13
93649,21,20,17
171342,13,13,11
176393,19,9,5
235672,13,13,12
135920,13,13,13
102544,17,19,17
185328,9,5,6
38624,17,17,17
235150,13,13,14
180750,17,16,15
89900,11,16,21
185150,21,9,8
112812,25,13,13
66875,13,13,13
198906,10,5,17
138919,19,13,14
69381,17,21,17
35820,19,20,19
56727,13,21,21
195718,13,13,13
10528,9,12,5
216872,10,6,13
143228,14,11,8
204312,13,13,13
161075,13,13,13
100770,21,21,21
161652,10,11,12
94491,17,17,16
188588,9,5,9
152942,9,13,17
192494,4,5,1
158213,5,17,11
6609,15,13,19
184092,13,13,13
208669,9,13,13
21493,13,9,17
24400,17,21,21
68486,13,18,13
34887,13,21,17
56216,13,17,16
150640,5,21,18
153940,11,1,3
152377,11,9,9
36173,13,23,13
208375,13,13,13
209506,9,7,5
7424,13,13,13
85737,10,9,13
199236,13,13,13
121759,5,25,21
173659,16,17,13
156419,13,4,7
202665,7,5,3
79228,13,13,13
233397,13,15,5
83173,15,21,14
63775,23,21,25
131840,12,5,9
38233,17,12,21
60928,9,9,5
40948,22,25,20
55491,13,13,13
37281,13,13,18
133844,17,13,13
203685,8,8,15
189844,4,7,5
228915,17,17,21
187007,13,13,17
26306,21,25,25
140697,14,5,13
107238,19,13,13
211421,13,9,13
207433,13,13,13
231339,13,13,13
62152,16,21,9
143555,5,9,5
226196,13,13,13
223877,5,5,5
140136,16,15,13
6391,7,9,7
156629,17,13,13
141854,13,9,13
216416,17,21,13
158598,5,10,9
174113,17,6,13
12862,7,9,8
109544,7,7,9
179108,13,14,11
155503,13,13,9
113059,13,16,16
136948,15,17,21
218264,9,8,5
83715,25,22,25
71823,19,25,25
94185,24,13,16
46782,17,17,18
171238,13,10,13
187310,13,13,13
88413,13,15,17
85216,20,13,21
131593,23,25,20
209775,9,9,7
235616,7,13,13
67116,13,13,13
110602,17,13,17
12814,1,6,13
219746,17,13,18
221504,11,11,5
79699,7,17,14
56934,5,21,19
134074,13,13,13
115546,5,9,9
57993,13,13,13
170765,13,21,13
204535,13,13,13
120722,10,9,14
121556,9,5,9
32948,13,18,13
114594,18,17,20
116261,13,24,13
155358,13,13,13
138521,13,15,7
139608,13,13,13
185108,13,6,10
72148,20,19,18
128698,13,5,13
13960,13,13,13
183265,5,6,6
120185,13,17,13
220363,13,13,13
145592,13,13,13
220850,17,17,17
57285,13,13,13
149818,6,13,9
107998,9,19,9
78531,13,13,13
84250,13,13,13
124490,21,24,21
54006,5,5,13
60680,22,20,17
74550,13,13,13
101102,8,13,18
34417,5,21,21
52231,20,21,19
29995,5,17,9
40031,13,13,13
75157,13,13,13
129942,13,23,18
62527,12,13,13
71739,21,17,21
96780,13,13,13
216946,13,13,13
163330,21,15,13
63517,25,24,25
212885,9,1,11
217977,13,13,16
46609,13,13,13
149517,4,21,5
168982,9,9,9
23019,21,13,21
202796,21,19,17
122921,9,13,6
190953,17,13,25
92060,13,17,17
126195,4,5,5
20090,2,13,5
144452,13,13,13
69514,9,5,11
63193,17,18,16
190378,8,9,9
60503,9,13,13
24944,13,13,13
10071,21,18,20
61828,15,17,9
49164,21,25,19
152383,13,13,13
101371,13,13,19
14338,3,3,5
207599,13,13,9
192167,13,13,13
228308,16,13,13
123495,14,17,9
123930,2,5,1
195855,9,7,13
26822,22,19,18
193338,17,13,13
123293,5,7,6
67118,13,13,13
219590,7,5,7
115886,21,22,6
103231,8,13,10
2589,15,8,21
73005,17,19,7
159564,13,13,13
200744,13,17,18
91517,19,15,13
63412,13,21,21
142812,5,4,1
217743,13,9,13
32645,21,13,13,13
76928,13,13,13
230860,13,14,13
204965,16,10,3
191311,15,13,13
213871,9,6,5
72571,13,13,19
54447,13,13,13
186064,6,5,7
19153,11,13,9
21210,13,13,16
75395,13,16,21
77754,21,21,18
106809,12,9,19
139672,11,9,13
149229,13,13,7
153028,16,5,13
71945,13,10,17
128994,13,13,13
211718,9,4,6
192810,13,13,16
104828,18,21,20
127944,15,17,13
109184,13,13,13
84567,13,13,18
9311,13,13,13
132810,17,21,21
116215,17,19,18
24105,9,25,9
129331,13,13,17
173278,13,1,13
213090,24,9,11
156798,9,19,12
8597,2,1,1
147148,13,13,13
72639,16,19,18
32981,13,19,21
72024,13,13,13
228885,17,14,20
31132,9,15,13
58239,21,22,21
48010,22,21,22
82420,13,13,17
236306,14,13,13
9635,9,20,11
418,8,15,15
40844,13,13,15
37264,20,15,9
25496,17,21,13
194559,17,17,13
21717,13,5,11
159904,13,13,13
24900,13,13,13
35943,13,13,11
234440,13,7,13
170736,13,13,16
52214,18,19,24
22397,13,17,13
36697,13,13,13
219948,10,9,5
163933,13,4,13
20945,21,17,17
53703,13,16,13
124934,9,7,3
170953,13,17,3
16103,19,13,17
38053,16,20,16
212843,25,13,21
191811,14,17,13
221517,13,13,16
59543,9,9,8
150787,13,13,13
5446,1,1,19
189628,5,5,3
47483,25,23,25
68920,19,20,21
74577,13,17,13
208126,1,9,1
47062,17,20,5
226744,21,21,17
177695,5,9,13
92935,21,20,17
83501,13,13,13
83661,22,25,13
5971,13,13,13
48834,21,15,17
163291,9,9,5
100908,15,19,17
22563,13,13,13
30836,9,1,1
139259,13,13,13
169901,13,13,13
235675,13,13,13
133558,11,14,17
53809,17,14,19
228888,13,13,13
139823,13,6,13
90056,13,13,13
116580,11,9,18
177263,12,5,9
196756,17,9,11
145550,11,15,9
110418,14,13,13
118066,11,9,13
203593,13,9,7
68172,20,13,21
7869,7,1,7
110028,13,13,13
224721,1,8,1
175682,16,13,15
52103,17,20,16
112787,17,13,19
163132,13,5,8
110069,5,7,9
102104,21,19,20
40210,17,17,19
124286,11,9,9
95209,13,13,13
88834,13,12,16
152980,5,5,9
111185,13,13,13
182424,5,5,3
208757,17,11,9
64560,13,14,13
119951,3,7,5
59016,13,17,13
30974,13,13,13
197776,9,5,10
109089,17,21,18
174555,5,5,5
232962,22,22,22
45778,17,21,13
217985,3,4,5
64538,13,13,16
152653,13,9,13
101596,9,5,10
107593,13,13,11
206986,13,13,13
77136,10,20,13
192106,17,6,4
26755,13,13,13
176489,5,5,5
214788,13,13,13
70368,21,22,10
66577,18,17,21
103443,13,25,25
217843,13,13,13
212475,13,13,13
112289,20,13,13
85551,21,18,18
5362,8,5,11
213366,15,13,13
228683,17,16,13
60185,20,25,14
122751,5,4,5
33216,17,13,17,23
152681,15,13,13
3868,17,13,13
83357,22,22,19
3925,13,12,13
219612,9,9,9
65458,13,13,13
106163,9,9,5
14412,13,13,13
8579,13,13,9
64281,21,22,16
236609,13,13,13
9136,17,13,18
164051,13,5,13
72193,13,18,16
224339,7,1,5
194397,9,9,5
111112,17,16,9
25722,9,17,21
15007,21,21,19
146020,13,13,14
47602,9,10,3
232136,21,21,18
92324,13,9,13
109266,13,13,13
80488,13,8,13
85354,17,17,9
69221,21,17,10
17751,13,13,13
127350,9,4,9
76154,13,17,14
230636,13,13,13
211746,13,13,13
35195,13,15,19
99159,19,21,21
193133,8,5,5
213091,9,5,10
43243,13,13,13
191498,7,5,4
45364,13,14,13
95627,13,13,13
15544,17,17,17
86461,15,21,13
162924,21,25,21
196979,3,13,13
146107,13,13,13
108361,13,15,17
88185,13,13,13
216331,9,9,5
7104,21,23,16
135157,13,13,13
127085,13,11,13
61710,12,18,23
77461,17,21,18
43011,23,21,22
19749,15,17,22
55999,13,14,13
145300,9,13,15
95985,13,9,23
124582,13,6,22
32450,18,25,25
19613,22,21,16
41357,13,13,13
77422,21,20,25
130652,13,17,13
161990,13,13,13
231110,24,20,20
228440,13,13,13
153837,17,20,13
50928,9,7,10
133722,9,12,9
87267,21,17,17
55513,14,13,13
3380,13,13,13
121918,9,5,8
126513,13,19,15
4000,20,15,24
24991,13,13,13
85081,6,11,9
211176,5,5,5
132433,21,20,19
208661,17,13,13
1297,16,13,13
48338,19,17,17
210291,9,22,13
2041,13,9,13
232097,13,13,8
2248,17,13,20
85607,13,13,9
45860,13,13,13
229850,9,4,9
88818,13,13,13
181810,13,5,9
195818,13,13,13
52768,21,25,21
46028,17,13,13
46486,18,21,20
90759,14,9,17
178279,13,13,13
83707,20,18,21
187706,5,5,1
95158,13,13,20
79920,13,8,13
91208,13,13,13
2593,17,17,19
96350,5,13,14
118834,13,21,15
203880,9,9,9
89931,9,13,13
111577,13,13,13
171743,13,13,13
110117,11,5,6
39835,17,9,16
204644,5,13,10
200991,11,11,13
29796,21,19,18
229542,21,16,17
207107,25,9,5
61226,18,9,12
163520,21,17,19
183997,7,5,8
148731,9,5,5
120700,13,13,13
200349,17,9,9
55006,13,17,13
220899,13,13,13
23877,19,16,13
108180,14,7,20
150616,5,5,5
222523,10,11,7
142102,8,16,11
44324,14,19,13
163046,17,6,13
153392,9,9,6
205498,13,11,5
77030,13,14,14
27677,13,13,13
113894,17,17,18
78036,13,13,13
1899,10,5,14
234527,20,21,19
185936,13,13,13
138797,13,13,13
232379,6,1,6
237318,9,9,9
223837,24,21,25
171816,12,9,13
161351,15,7,9
122473,5,5,1
57137,15,13,13
46774,17,17,21
95478,21,13,25
155050,3,8,13
90729,21,19,21
196206,15,13,13
24842,16,13,13
92735,16,19,13
141769,13,13,13
18999,21,21,23
32801,13,13,13
225730,13,13,17
86678,13,13,14
128826,5,6,23
183054,9,13,18
190447,5,19,5
166557,13,13,16
16827,13,13,13
220654,13,13,13
170445,7,13,5
9096,11,15,9
99175,13,13,13
20636,17,17,17
44213,25,17,17
190695,5,1,3
3537,9,13,11
180822,19,8,10
53954,13,14,13
153168,8,13,9
22288,14,13,13
167786,13,13,6
231960,12,14,13
13292,11,12,17
83821,21,19,24
7092,13,13,17
18503,11,13,13
176241,13,13,19
235052,17,13,13
108429,13,13,13
75692,17,19,13
100675,16,17,21
118240,17,13,14
169105,16,21,21
70984,22,21,19
117364,9,4,5
141794,14,13,13
190325,13,13,7
46844,15,13,13
123405,13,13,20
123377,13,9,12
158011,10,13,11
229730,13,16,20
174407,9,6,9
184037,13,13,13
120990,24,17,21
149809,5,19,8
180086,2,9,5
220409,13,25,13
149913,9,9,6
7871,4,5,2
207249,13,13,13
20266,13,13,13
17361,12,13,13
99105,5,13,10
83240,19,21,19
201330,13,17,10
133260,7,11,13
118722,19,21,21
1013,13,13,13
195231,14,17,22
126243,10,10,13
182068,1,6,7
114116,21,21,13
233970,13,13,13
168668,9,5,7
82973,16,13,13
126610,21,20,17
166850,9,13,9
198846,9,2,9
85149,13,13,14
198260,19,12,17
44568,21,21,21
135047,13,13,19
147227,13,13,13
15122,9,10,9
134421,13,8,9
219621,9,10,13
231804,6,5,2
24091,13,13,13
55592,13,16,13
164831,15,21,17
79051,17,19,21
58485,13,13,13
65419,20,13,17
156226,13,9,9
151098,18,10,17
161775,11,13,9
73752,11,18,25
10367,17,15,11
210478,5,5,8
46895,13,13,16
73973,17,21,17
61458,14,20,14
47984,13,13,13
182357,18,16,19
184858,13,1,9
110790,13,13,13
234006,13,13,13
235809,10,9,10
74192,17,13,17
96162,18,15,21
64553,13,13,13
208570,11,9,5
169368,13,13,16
202160,23,10,9
43945,13,13,13
39250,13,13,13
7826,5,1,6
12684,5,9,4
12470,16,16,16
224756,9,1,8
12026,13,13,13
77389,11,9,13
43341,21,17,17
29253,13,17,14
109349,9,13,13
218551,15,13,7
2280,17,13,12
231750,13,13,13
129573,18,17,22
92206,14,21,17
17346,15,13,13
15801,13,13,13
206292,10,15,15
16298,21,21,22
180591,10,7,9
223745,13,13,13
43793,17,21,17
50927,13,13,5
47674,9,9,10
191037,13,25,13
179147,13,13,13
16868,13,13,13
147467,17,9,13
89925,9,9,13
65903,21,13,21
24106,20,17,21
198205,13,13,13
220727,7,9,1
39743,9,13,13
16088,7,9,13
17888,21,17,18
217522,5,9,11
80197,13,13,13
139433,17,15,18
77979,19,22,19
158631,3,22,5
209021,3,1,3
77445,13,13,13
176483,13,13,13
163436,13,9,5
186826,20,13,13
71727,13,13,13
146754,8,9,9
182486,5,4,1
204926,15,23,15
31722,13,13,13
235213,5,9,8
102891,17,17,21
73523,13,13,19
220691,13,9,9
101267,17,8,9
237586,9,17,17
218788,13,13,13
70425,13,13,13
101838,13,9,13
